Store,Sales,Store_Size,Num_Employees,Num_Customers,Returns_Pct,Pct_On_Sale,Pct_Promotional,Marketing,TouristEvent
Ahmedabad,238152,20100,54,866,1.23,13.69,0.095230417,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID58.0895,No
Ahmedabad,235147,20100,70,941,1.32,16.98,0.046642039,In Store Credit Card Signup Discount; ID187.728,No
Ahmedabad,131527,20100,41,311,0.47,15.09,0.062365058,In Store Credit Card Signup Discount; Presidents Day Email Blast ID2.9163,No
Ahmedabad,138156,20100,72,464,0.59,7.96,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID2.0639,No
Ahmedabad,120282,20100,54,417,0.72,10.01,0.062365058,In Store Credit Card Signup Discount; Presidents Day Email Blast ID24.863,No
Ahmedabad,154301,20100,83,620,1.07,8.26,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID21.0997,No
Ahmedabad,131865,20100,76,436,1.18,10.02,0.062365058,In Store Credit Card Signup Discount; Presidents Day Email Blast ID19.838,No
Ahmedabad,292292,20100,232,2302,1.14,13.26,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID22.1819,Yes
Ahmedabad,344925,20100,186,2648,1.51,11.23,0.062365058,In Store Credit Card Signup Discount; Presidents Day Email Blast ID5.5073,Yes
Ahmedabad,225243,20100,212,2033,1.06,11.66,0.097278295,In Store Credit Card Signup Discount; Presidents Day Email Blast ID22.5853,Yes
Ahmedabad,265569,20100,142,2008,1.48,11.32,0.064672417,In Store Credit Card Signup Discount; Presidents Day Email Blast ID7.1855,Yes
Ahmedabad,197744,20100,133,1569,0.42,10.12,0.097278295,In Store Credit Card Signup Discount; Presidents Day Email Blast ID4.9099,Yes
Ahmedabad,222408,20100,105,1688,0.73,13.55,0.064672417,In Store Credit Card Signup Discount; Presidents Day Email Blast ID14.1222,Yes
Ahmedabad,121035,20100,74,237,0.53,10.07,0.097278295,In Store Credit Card Signup Discount; ID35.5646,No
Ahmedabad,111589,20100,59,213,0.63,11.19,0.064672417,Feb. In Store Credit Card Signup Discount; ID4.6952,No
Ahmedabad,116331,20100,63,309,0.22,10.58,0.097278295,In Store Credit Card Signup Discount; ID7.4233,No
Ahmedabad,108759,20100,57,262,0.68,12.42,0.064672417,Feb. In Store Credit Card Signup Discount; ID24.7204,No
Ahmedabad,104451,20100,67,248,0.21,13.21,0.097278295,In Store Credit Card Signup Discount; ID34.6491,No
Ahmedabad,94720,20100,78,223,0.21,9.27,0.064672417,Feb. In Store Credit Card Signup Discount; ID24.4139,No
Ahmedabad,120984,20100,103,331,0.67,12.44,0.097278295,In Store Credit Card Signup Discount; ID1.4791,No
Ahmedabad,80509,20100,108,311,0.57,9.73,0.064672417,Feb. In Store Credit Card Signup Discount; ID11.1753,No
Ahmedabad,142521,20100,103,599,0.9,9.9,0.097278295,In Store Credit Card Signup Discount; ID42.0301,No
Ahmedabad,132776,20100,90,534,0.3,10.17,0.064672417,Feb. In Store Credit Card Signup Discount; ID0.1717,No
Ahmedabad,100852,20100,61,403,0.53,8.04,0.095962363,In Store Credit Card Signup Discount; ID16.9832,No
Ahmedabad,118877,20100,57,379,0.39,7.42,0.060196641,Feb. In Store Credit Card Signup Discount; ID2.6623,No
Ahmedabad,120703,20100,40,218,0.24,8.59,0.095962363,In Store Credit Card Signup Discount; ID46.2649,No
Ahmedabad,119134,20100,49,233,0.12,7.33,0.060196641,Feb. In Store Credit Card Signup Discount; ID48.0583,No
Ahmedabad,112321,20100,41,238,0.59,11.15,0.095962363,In Store Credit Card Signup Discount; ID33.3657,No
Ahmedabad,120273,20100,39,213,0.17,7.69,0.060196641,Feb. In Store Credit Card Signup Discount; ID9.2267,No
Ahmedabad,117347,20100,47,248,0.23,10.82,0.095962363,In Store Credit Card Signup Discount; ID2.2497,No
Ahmedabad,123645,20100,41,233,0.25,8.05,0.060196641,Feb. In Store Credit Card Signup Discount; ID43.1332,No
Ahmedabad,123198,20100,65,227,0.19,7.58,0.095962363,In Store Credit Card Signup Discount; ID19.913,No
Ahmedabad,111643,20100,96,262,0.48,10.67,0.060196641,Feb. In Store Credit Card Signup Discount; ID36.1579,No
Ahmedabad,147839,20100,72,301,0.86,6.96,0.095962363,In Store Credit Card Signup Discount; ID19.7957,No
Ahmedabad,120277,20100,41,263,0.35,8.77,0.049576671,In Store Credit Card Signup Discount; ID3.5684,No
Ahmedabad,133130,20100,56,291,0.59,11.21,0.163077794,March In Store Credit Card Signup Discount; ID8.2559,No
Ahmedabad,150914,20100,92,302,0.62,10.44,0.049576671,In Store Credit Card Signup Discount; ID39.9339,No
Ahmedabad,149320,20100,69,487,0.78,8.99,0.163077794,March In Store Credit Card Signup Discount; ID21.1979,No
Ahmedabad,124162,20100,90,409,0.37,9.14,0.049576671,In Store Credit Card Signup Discount; ID0.8722,No
Ahmedabad,151302,20100,83,726,0.71,11.52,0.163077794,March In Store Credit Card Signup Discount; ID44.7591,No
Ahmedabad,178039,20100,76,731,0.38,13.36,0.049576671,In Store Credit Card Signup Discount; ID0.6805,No
Ahmedabad,151149,20100,56,540,0.75,9.65,0.139567845,March In Store Credit Card Signup Discount; ID45.6944,No
Ahmedabad,165439,20100,104,516,1.04,16.15,0.046666538,In Store Credit Card Signup Discount; ID43.297,No
Ahmedabad,134600,20100,34,322,0.48,8.05,0.139567845,March In Store Credit Card Signup Discount; ID9.1946,No
Ahmedabad,155182,20100,44,323,0.38,6.4,0.046666538,In Store Credit Card Signup Discount; ID35.1091,No
Ahmedabad,145593,20100,40,280,0.47,10.74,0.139567845,March In Store Credit Card Signup Discount; ID52.6521,No
Ahmedabad,123005,20100,41,253,0.61,7.99,0.046666538,In Store Credit Card Signup Discount; ID20.4801,No
Ahmedabad,116149,20100,61,352,0.2,7.2,0.139567845,March In Store Credit Card Signup Discount; ID49.0458,No
Ahmedabad,135724,20100,41,312,0.61,6.33,0.046666538,In Store Credit Card Signup Discount; ID32.4323,No
Ahmedabad,131430,20100,78,333,0.17,9.76,0.139567845,March In Store Credit Card Signup Discount; ID8.0222,No
Ahmedabad,104720,20100,58,341,0.6,6.95,0.046666538,In Store Credit Card Signup Discount; ID55.8489,No
Ahmedabad,159462,20100,76,457,0.5,8.96,0.139567845,March In Store Credit Card Signup Discount; ID48.8863,No
Ahmedabad,153941,20100,109,459,0.52,9.21,0.046666538,In Store Credit Card Signup Discount; ID55.8118,No
Ahmedabad,161536,20100,90,716,1.18,9.43,0.139567845,March In Store Credit Card Signup Discount; ID55.796,No
Ahmedabad,155033,20100,85,625,0.73,6.64,0.046666538,In Store Credit Card Signup Discount; ID10.4329,No
Ahmedabad,143776,20100,71,519,0.6,11.08,0.120437591,March In Store Credit Card Signup Discount; ID22.2764,No
Ahmedabad,144088,20100,71,477,1.03,6.49,0.035235434,In Store Credit Card Signup Discount; ID25.4522,No
Ahmedabad,140677,20100,42,291,0.5,8.58,0.120437591,March In Store Credit Card Signup Discount; ID53.0488,No
Ahmedabad,124542,20100,58,381,0.41,8.19,0.035235434,In Store Credit Card Signup Discount; ID22.6572,No
Ahmedabad,102344,20100,36,353,0.55,11.64,0.120437591,In Store Credit Card Signup Discount; ID65.6348,No
Ahmedabad,136579,20100,37,352,0.36,9.17,0.035235434,In Store Credit Card Signup Discount; ID68.2947,No
Ahmedabad,135519,20100,43,364,0.36,9.05,0.120437591,In Store Credit Card Signup Discount; ID45.3694,No
Ahmedabad,141991,20100,41,371,0.65,7.99,0.035235434,In Store Credit Card Signup Discount; ID77.6169,No
Ahmedabad,104884,20100,98,416,0.7,10.53,0.120437591,In Store Credit Card Signup Discount; ID13.2466,No
Ahmedabad,134074,20100,54,400,1.02,6.61,0.035235434,In Store Credit Card Signup Discount; ID31.2638,No
Ahmedabad,156439,20100,119,530,1.32,14.47,0.120437591,In Store Credit Card Signup Discount; ID47.08,No
Ahmedabad,198045,20100,95,556,0.52,7.8,0.035235434,In Store Credit Card Signup Discount; ID54.4405,No
Ahmedabad,200222,20100,94,758,1.21,12.78,0.120437591,In Store Credit Card Signup Discount; Spring Product Email ID16.0152,No
Ahmedabad,190786,20100,54,702,0.95,7.65,0.035235434,In Store Credit Card Signup Discount; Spring Product Email ID11.7708,No
Ahmedabad,149006,20100,71,530,0.28,15.01,0.112389342,In Store Credit Card Signup Discount; Spring Product Email ID72.4191,No
Ahmedabad,113895,20100,32,0,0.42,6.41,0.030184014,In Store Credit Card Signup Discount; Spring Product Email ID33.1932,No
Ahmedabad,144898,20100,45,384,0.21,7.12,0.112389342,In Store Credit Card Signup Discount; Spring Product Email ID11.4576,No
Ahmedabad,143592,20100,95,646,1.23,8.99,0.038190223,In Store Credit Card Signup Discount; Spring Product Email ID0.7109,No
Ahmedabad,133642,20100,62,552,0.81,10.02,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID33.6328,No
Ahmedabad,140740,20100,67,510,0.74,9.78,0.042555103,In Store Credit Card Signup Discount; Spring Product Email ID9.648,No
Ahmedabad,140996,20100,45,365,0.8,6.98,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID2.5352,No
Ahmedabad,103084,20100,39,206,0.47,8.55,0.042555103,In Store Credit Card Signup Discount; Spring Product Email ID54.2025,No
Ahmedabad,145982,20100,47,438,0.33,7.55,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID56.2473,No
Ahmedabad,125043,20100,58,235,0.52,7.43,0.042555103,In Store Credit Card Signup Discount; Spring Product Email ID6.6353,No
Ahmedabad,128894,20100,54,407,0.2,9.76,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID57.8815,No
Ahmedabad,140393,20100,55,275,0.27,8.37,0.042555103,In Store Credit Card Signup Discount; Spring Product Email ID58.9322,No
Ahmedabad,141850,20100,65,501,0.85,7.85,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID26.6804,No
Ahmedabad,122890,20100,72,265,0.53,11.45,0.042555103,In Store Credit Card Signup Discount; Spring Product Email ID35.3558,No
Ahmedabad,237825,20100,116,761,0.95,13.83,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID22.6901,No
Ahmedabad,108943,20100,79,393,0.94,10.42,0.042555103,In Store Credit Card Signup Discount; Spring Product Email ID15.5263,No
Ahmedabad,181209,20100,113,897,1.25,16.75,0.093028971,In Store Credit Card Signup Discount; Spring Product Email ID32.9019,No
Ahmedabad,148072,20100,97,608,1.01,10.15,0.042555103,In Store Credit Card Signup Discount; Spring Product Email ID73.9225,No
Ahmedabad,108034,20100,29,0,0.19,,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID24.917,No
Ahmedabad,161186,20100,56,440,0.77,11.9,0.049642434,In Store Credit Card Signup Discount; Spring Product Email ID6.8323,No
Ahmedabad,162738,20100,44,385,0.82,16.37,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID83.8914,No
Ahmedabad,153251,20100,32,246,0.44,10.02,0.049642434,In Store Credit Card Signup Discount; Spring Product Email ID30.5166,No
Ahmedabad,122951,20100,45,385,0.34,8.48,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID66.3099,No
Ahmedabad,120893,20100,39,275,0.53,7,0.049642434,In Store Credit Card Signup Discount; Spring Product Email ID28.3475,No
Ahmedabad,149235,20100,45,365,0.62,9.06,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID4.926,No
Ahmedabad,125016,20100,39,255,0.38,9.23,0.049642434,In Store Credit Card Signup Discount; Spring Product Email ID53.8921,No
Ahmedabad,136547,20100,100,480,0.35,10.41,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID67.0264,No
Ahmedabad,137732,20100,60,285,0.27,10.51,0.049642434,In Store Credit Card Signup Discount; Spring Product Email ID52.403,No
Ahmedabad,148692,20100,113,522,0.56,7.29,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID18.6676,No
Ahmedabad,148608,20100,85,412,1.01,8.95,0.049642434,In Store Credit Card Signup Discount; Spring Product Email ID66.8268,No
Ahmedabad,155531,20100,109,804,1.03,8.32,0.066160308,In Store Credit Card Signup Discount; Spring Product Email ID56.7051,No
Ahmedabad,167076,20100,55,687,0.77,6.78,0.049642434,In Store Credit Card Signup Discount; Spring Product Email ID5.7472,No
Ahmedabad,150448,20100,80,522,0.47,8.63,0.042468704,April In Store Credit Card Signup Discount; Spring Product Email ID69.7799,No
Ahmedabad,130707,20100,63,451,0.67,7.85,0.046784642,In Store Credit Card Signup Discount; Spring Product Email ID39.664,No
Ahmedabad,125063,20100,38,324,0.48,7.15,0.042468704,April In Store Credit Card Signup Discount; Spring Product Email ID11.8425,No
Ahmedabad,126689,20100,46,286,0.64,10.5,0.046784642,In Store Credit Card Signup Discount; Spring Product Email ID20.1465,No
Ahmedabad,123119,20100,38,251,0.53,8.4,0.042468704,April In Store Credit Card Signup Discount; Spring Product Email ID73.3275,No
Ahmedabad,146636,20100,38,255,0.8,7.69,0.046784642,In Store Credit Card Signup Discount; Spring Product Email ID92.3927,No
Ahmedabad,155117,20100,58,346,0.18,7.07,0.042468704,April In Store Credit Card Signup Discount; Ready for Summer Campaign ID31.1792,No
Ahmedabad,119479,20100,41,197,0.31,9.23,0.062786754,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID22.8232,No
Ahmedabad,108581,20100,46,314,0.21,8.33,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID39.1421,No
Ahmedabad,152084,20100,39,237,0.54,8.18,0.062786754,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID50.2579,No
Ahmedabad,142632,20100,51,325,0.14,12.48,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID68.1567,No
Ahmedabad,140938,20100,45,305,0.73,8.67,0.062786754,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID45.5609,No
Ahmedabad,134170,20100,71,420,0.83,10.31,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID51.7327,No
Ahmedabad,137446,20100,46,364,0.4,7.41,0.062786754,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID14.2695,No
Ahmedabad,135470,20100,62,493,0.87,10.65,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID14.2191,No
Ahmedabad,154578,20100,60,542,0.47,8.62,0.062786754,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID76.1944,No
Ahmedabad,157325,20100,62,703,0.8,10.49,0.050355131,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID33.468,No
Ahmedabad,173110,20100,65,700,0.83,5.77,0.062786754,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID25.4125,No
Ahmedabad,157810,20100,58,555,0.86,9.91,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID89.1782,No
Ahmedabad,147679,20100,74,522,0.69,6.76,0.058357776,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID41.8871,No
Ahmedabad,109570,20100,49,367,0.1,10.16,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID5.6386,No
Ahmedabad,119898,20100,46,295,0.27,7.64,0.058357776,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID4.5066,No
Ahmedabad,143188,20100,40,367,0.63,7.78,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID69.0117,No
Ahmedabad,141756,20100,34,287,0.77,5.34,0.058357776,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID69.7296,No
Ahmedabad,136233,20100,53,409,0.9,9.08,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID46.0198,No
Ahmedabad,131803,20100,41,335,0.54,7.72,0.058357776,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID2.5287,No
Ahmedabad,138137,20100,86,420,0.51,9.12,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID102.6724,No
Ahmedabad,194124,20100,62,474,0.57,9.73,0.058357776,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID28.6975,No
Ahmedabad,160570,20100,80,546,0.96,8.18,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID26.4268,No
Ahmedabad,147426,20100,62,553,1,11.21,0.058357776,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID40.3356,No
Ahmedabad,327308,20100,223,2950,0.51,9.59,0.051290149,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID44.9422,Yes
Ahmedabad,380904,20100,155,3196,0.66,12.25,0.058357776,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID101.7655,Yes
Ahmedabad,331211,20100,234,2404,0.63,9.93,0.053888407,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID117.3612,Yes
Ahmedabad,227423,20100,180,2121,0.6,11.61,0.056013089,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID94.5782,Yes
Ahmedabad,288969,20100,141,2267,0.48,12.08,0.053888407,May In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID113.6161,Yes
Ahmedabad,263273,20100,98,2190,0.46,15.49,0.056013089,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID105.8574,Yes
Ahmedabad,113324,20100,60,294,0.17,11.82,0.053888407,In Store Credit Card Signup Discount; ID80.5689,No
Ahmedabad,154498,20100,65,326,0.74,13.87,0.056013089,In Store Credit Card Signup Discount; ID88.397,No
Ahmedabad,175150,20100,44,388,0.74,11.05,0.053888407,In Store Credit Card Signup Discount; ID120.3863,No
Ahmedabad,126138,20100,41,327,0.42,13.38,0.056013089,In Store Credit Card Signup Discount; ID135.5632,No
Ahmedabad,130414,20100,71,326,1.01,11.52,0.053888407,In Store Credit Card Signup Discount; ID141.3467,No
Ahmedabad,147844,20100,60,306,0.87,8.13,0.056013089,In Store Credit Card Signup Discount; ID133.0327,No
Ahmedabad,149229,20100,73,410,1.27,13.55,0.053888407,In Store Credit Card Signup Discount; ID105.5479,No
Ahmedabad,145805,20100,55,454,0.43,9.72,0.056013089,In Store Credit Card Signup Discount; ID88.8911,No
Ahmedabad,164374,20100,70,662,0.91,8.53,0.053888407,In Store Credit Card Signup Discount; ID88.9216,No
Ahmedabad,111455,20100,72,426,1.2,14.22,0.059632601,In Store Credit Card Signup Discount; ID17.095,No
Ahmedabad,147965,20100,68,464,0.62,13.18,0.064924813,Promo In Store Credit Card Signup Discount; ID67.0755,No
Ahmedabad,152513,20100,52,476,1.08,10.26,0.059632601,In Store Credit Card Signup Discount; ID18.9111,No
Ahmedabad,164578,20100,72,653,0.9,11.78,0.064924813,Promo In Store Credit Card Signup Discount; ID69.4288,No
Ahmedabad,167506,20100,95,743,0.75,11.27,0.059632601,In Store Credit Card Signup Discount; ID20.2256,No
Ahmedabad,118759,20100,66,426,0.57,8.64,0.070182492,In Store Credit Card Signup Discount; ID52.8982,No
Ahmedabad,141806,20100,41,288,0.69,13.44,0.070182492,In Store Credit Card Signup Discount; ID87.7254,No
Ahmedabad,124057,20100,34,357,0.73,13.05,0.070182492,In Store Credit Card Signup Discount; ID70.48,No
Ahmedabad,133053,20100,31,366,0.58,12.01,0.070182492,In Store Credit Card Signup Discount; ID37.8644,No
Ahmedabad,118322,20100,60,366,0.5,9.03,0.070182492,In Store Credit Card Signup Discount; ID68.4763,No
Ahmedabad,158468,20100,53,505,0.93,10.67,0.070182492,In Store Credit Card Signup Discount; ID33.6242,No
Ahmedabad,187527,20100,60,644,0.42,12.61,0.070182492,In Store Credit Card Signup Discount; ID4.1158,No
Ahmedabad,125079,20100,57,466,0.57,11.76,0.099876869,In Store Credit Card Signup Discount; ID106.9076,No
Ahmedabad,138499,20100,41,347,0.6,12.14,0.099876869,In Store Credit Card Signup Discount; ID97.519,No
Ahmedabad,166978,20100,43,328,0.29,12.54,0.099876869,In Store Credit Card Signup Discount; ID101.3569,No
Ahmedabad,159246,20100,35,397,0.35,10.63,0.099876869,In Store Credit Card Signup Discount; ID121.284,No
Ahmedabad,161663,20100,45,406,0.88,13.91,0.099876869,In Store Credit Card Signup Discount; ID62.3875,No
Ahmedabad,138499,20100,52,477,0.35,12.94,0.099876869,In Store Credit Card Signup Discount; ID152.1192,No
Ahmedabad,153628,20100,60,705,1.16,14.06,0.099876869,In Store Credit Card Signup Discount; ID52.901,No
Ahmedabad,142665,20100,66,605,1.12,14.7,0.129279147,July In Store Credit Card Signup Discount; In store 10% off accessories; Ad Words Independence Day Sale ID54.2341,No
Ahmedabad,119321,20100,62,477,0.86,7.65,0.000693728,July In Store Credit Card Signup Discount; ID63.3107,No
Ahmedabad,143090,20100,59,707,1.37,11.17,0.137019061,July In Store Credit Card Signup Discount; Half off with email ID21.2165,No
Ahmedabad,134283,20100,59,617,0.5,9.79,0.000693728,July In Store Credit Card Signup Discount; ID44.1093,No
Ahmedabad,139699,20100,52,547,0.29,11.98,0.11752242,July In Store Credit Card Signup Discount; Half off with email ID7.809,No
Ahmedabad,132166,20100,76,467,0.9,7.08,0.001542543,July In Store Credit Card Signup Discount; Summer Swim Mailer ID75.4052,No
Ahmedabad,150631,20100,47,457,0.51,11.18,0.11752242,July In Store Credit Card Signup Discount; ID13.233,No
Ahmedabad,124665,20100,41,402,0.65,9.61,0.001542543,July In Store Credit Card Signup Discount; Summer Swim Mailer ID56.8838,No
Ahmedabad,123520,20100,36,537,0.39,10.71,0.11752242,July In Store Credit Card Signup Discount; ID65.3147,No
Ahmedabad,102778,20100,31,420,0.17,7.65,0.001542543,July In Store Credit Card Signup Discount; Summer Swim Mailer ID71.9272,No
Ahmedabad,100834,20100,47,478,0.41,12.34,0.11752242,July In Store Credit Card Signup Discount; ID68.1568,No
Ahmedabad,112324,20100,31,440,0.76,6.36,0.001542543,July In Store Credit Card Signup Discount; Summer Swim Mailer ID89.3386,No
Ahmedabad,133552,20100,55,487,1.11,13.57,0.11752242,July In Store Credit Card Signup Discount; ID47.8518,No
Ahmedabad,123701,20100,50,487,0.61,8.98,0.001542543,July In Store Credit Card Signup Discount; ID84.9644,No
Ahmedabad,173555,20100,76,508,0.85,12.53,0.11752242,July In Store Credit Card Signup Discount; End of summer event ID85.8869,No
Ahmedabad,155078,20100,55,487,1.07,8.48,0.001542543,July In Store Credit Card Signup Discount; ID90.2808,No
Ahmedabad,152590,20100,78,737,0.81,10.16,0.11752242,July In Store Credit Card Signup Discount; End of summer event ID135.079,No
Ahmedabad,143601,20100,73,683,0.31,6.83,0.001542543,July In Store Credit Card Signup Discount; ID38.1519,No
Ahmedabad,162708,20100,73,577,0.44,10.32,0.08720729,July In Store Credit Card Signup Discount; End of summer event ID95.1651,No
Ahmedabad,129513,20100,52,495,0.22,6.13,0.001841075,July In Store Credit Card Signup Discount; ID145.2652,No
Ahmedabad,150799,20100,49,498,0.41,7.87,0.08720729,July In Store Credit Card Signup Discount; End of summer event ID118.3136,No
Ahmedabad,113823,20100,59,412,0.54,8.04,0.001841075,July In Store Credit Card Signup Discount; ID153.2562,No
Ahmedabad,136464,20100,52,487,0.62,6.33,0.08720729,July In Store Credit Card Signup Discount; End of summer event ID94.0114,No
Ahmedabad,128406,20100,62,412,0.14,6.82,0.001841075,July In Store Credit Card Signup Discount; ID112.1737,No
Ahmedabad,117270,20100,54,488,0.3,8.28,0.08720729,July In Store Credit Card Signup Discount; End of summer event ID111.769,No
Ahmedabad,124820,20100,64,458,0.77,6.23,0.001841075,July In Store Credit Card Signup Discount; ID129.864,No
Ahmedabad,143253,20100,57,408,0.87,9.18,0.08720729,July In Store Credit Card Signup Discount; End of summer event ID56.7032,No
Ahmedabad,102571,20100,73,468,1.19,10.93,0.001841075,July In Store Credit Card Signup Discount; ID60.6535,No
Ahmedabad,173475,20100,82,519,1.17,8.27,0.08720729,July In Store Credit Card Signup Discount; End of summer event ID14.3112,No
Ahmedabad,148682,20100,90,533,0.59,7.9,0.001841075,July In Store Credit Card Signup Discount; ID77.4283,No
Ahmedabad,112674,20100,66,708,0.6,8.58,0.08720729,July In Store Credit Card Signup Discount; End of summer event ID51.1784,No
Ahmedabad,143955,20100,98,674,0.78,9.88,0.001841075,July In Store Credit Card Signup Discount; ID34.5335,No
Ahmedabad,130247,20100,85,408,0.96,9.1,0.075386702,July In Store Credit Card Signup Discount; End of summer event ID171.4903,No
Ahmedabad,128910,20100,49,478,0.5,9.83,0.017232143,July In Store Credit Card Signup Discount; ID187.4951,No
Ahmedabad,154824,20100,35,408,0.31,6.3,0.075386702,July In Store Credit Card Signup Discount; End of summer event ID41.2506,No
Ahmedabad,126560,20100,44,403,0.72,5.95,0.017232143,July In Store Credit Card Signup Discount; ID1.1934,No
Ahmedabad,158920,20100,45,389,0.71,9.25,0.075386702,July In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID90.1113,No
Ahmedabad,132781,20100,44,384,0.44,7.91,0.017232143,July In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID81.6142,No
Ahmedabad,143968,20100,47,448,0.7,6.98,0.075386702,July In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID174.0356,No
Ahmedabad,122664,20100,34,404,0.44,10.25,0.044466096,August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID37.7972,No
Ahmedabad,151637,20100,50,449,0.51,13.27,0.055719855,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID12.6733,No
Ahmedabad,105718,20100,56,384,0.42,8.45,0.044466096,August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID94.5722,No
Ahmedabad,141366,20100,50,390,0.56,7.64,0.055719855,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID15.3138,No
Ahmedabad,108828,20100,52,404,0.42,8.98,0.044466096,August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID93.2022,No
Ahmedabad,115430,20100,70,380,0.87,10.55,0.055719855,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID115.1361,No
Ahmedabad,149159,20100,95,565,0.38,8.26,0.044466096,August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID110.3682,No
Ahmedabad,144413,20100,63,470,0.9,7.65,0.055719855,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID51.6209,No
Ahmedabad,116824,20100,61,535,0.73,9.25,0.044466096,August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID39.1052,No
Ahmedabad,155593,20100,57,690,0.83,8.47,0.055719855,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID130.1576,No
Ahmedabad,126751,20100,75,638,0.27,6.91,0.044466096,August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID104.7461,No
Ahmedabad,105323,20100,63,450,0.59,9.31,0.046746057,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID37.1451,No
Ahmedabad,119550,20100,92,490,0.78,9.48,0.047435984,August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID62.3188,No
Ahmedabad,122659,20100,37,390,0.21,12.37,0.046746057,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID115.5685,No
Ahmedabad,95573,20100,49,319,0.13,8.76,0.047435984,August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID122.4011,No
Ahmedabad,112528,20100,35,340,0.51,9.52,0.046746057,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID15.7852,No
